"team","id","name","photo_url","position","evaluation"
"atletico-mg","otero","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_80x80.png","MEC","2"
"atletico-mg","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_80x80.png","ATA","2"
"atletico-mg","tomas-andrade","Tomás Andrade","https://s.glbimg.com/es/sde/f/2018/03/20/3713f34bd7438d3e7c84de0f426fe826_80x80.png","MEC","4"
"atletico-mg","roger-guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2018/03/20/75c54272e675d64530aeb9cb60976572_80x80.png","ATA","4"
"atletico-mg","erik","Erik","https://s.glbimg.com/es/sde/f/2018/03/20/09a462d5c0759d7a0970b83c37640c63_80x80.png","ATA","4"
"atletico-mg","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2018/03/20/08e587e5b70fbd4605dddaf9aaae5281_80x80.png","ATA","2"
"atletico-mg","carlos","Carlos","https://s.glbimg.com/es/sde/f/2018/03/20/338b563f51b8c2eb19bd4bfaf237a8cb_80x80.png","ATA","5"
"sao-paulo","cueva","Cueva","https://s.glbimg.com/es/sde/f/2017/08/24/9ea34016bae7f001bbb849c8d907c1f4_80x80.png","MEC","2"
"sao-paulo","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_80x80.png","VOL","2"
"sao-paulo","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2018/03/11/2190ebb7a39928f348b04acb3c4ee9e7_80x80.png","MEC","2"
"sao-paulo","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/03/11/52e391e51311c7369cb27a17c9399207_80x80.png","ZAE","3"
"sao-paulo","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2018/03/11/850c8b93c9700970ec1d30ac9c8107da_80x80.png","ZAD","3"
"sao-paulo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_80x80.png","ZAE","3"
"sao-paulo","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2018/03/11/d003cdfe10ec42f489d233308e6e8f67_80x80.png","LAE","3"
"sao-paulo","liziero","Liziero","https://s.glbimg.com/es/sde/f/2018/03/21/c9490fb8f5f9e2b6b63777b7c80b170e_80x80.png","LAE","3"
"sao-paulo","marcos-guilherme","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2017/07/26/d3484768bc48ad214ba1ea35149b30ba_80x80.png","ATA","3"
"sao-paulo","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2018/03/11/d5b5b6a89764a87e0a097fe2b1db36a8_80x80.png","ATA","3"
"sao-paulo","jean","Jean","https://s.glbimg.com/es/sde/f/2018/03/11/1a43920af3ea4ad2f189d77f6480d4ec_80x80.png","GOL","4"
"sao-paulo","sidao","Sidão","https://s.glbimg.com/es/sde/f/2017/04/25/6b33818b6514572559c1fef9b6ca9686_80x80.png","GOL","4"
"sao-paulo","eder-militao","Éder Militão","https://s.glbimg.com/es/sde/f/2017/05/04/a8a8f4eb8075ba4ad4fde3d5d0d6f996_80x80.png","LAD","4"
"sao-paulo","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2017/08/23/21ca677e7d6a57d1dfb2b66e74d782f4_80x80.png","ZAD","4"
"sao-paulo","hudson","Hudson","https://s.glbimg.com/es/sde/f/2018/01/12/4dcb779ba72ed335cc606e62151d6a8e_80x80.png","VOL","4"
"sao-paulo","petros","Petros","https://s.glbimg.com/es/sde/f/2017/07/26/76e3ac62bea2e73cc7ef41c4584caa71_80x80.png","VOL","4"
"sao-paulo","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2016/05/01/0a47d84040286532fb5d90cc746b49b3_80x80.png","MEC","4"
"sao-paulo","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/03/11/773b4a6a965c0fdb7e72df3b40611801_80x80.png","ATA","4"
"sao-paulo","bruno","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_80x80.png","LAD","5"
"sao-paulo","edimar","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_80x80.png","LAE","5"
"sao-paulo","junior-tavares","Júnior Tavares","https://s.glbimg.com/es/sde/f/2017/02/09/25d0a51f886e8f5b2db83e4bea6a4e20_80x80.png","LAE","5"
"sao-paulo","nene","Nenê","https://s.glbimg.com/es/sde/f/2018/03/11/aa91f2ba09caaa98df783cd528f1955a_80x80.png","MEC","2"
"sao-paulo","valdivia","Valdívia","https://s.glbimg.com/es/sde/f/2018/03/11/5521e335c416889f2e4648069c23c539_80x80.png","MEC","3"
"internacional","dalessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_80x80.png","MEC","2"
"internacional","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/03/21/5d038c0be778b33ae562af433858b98e_80x80.png","ATA","2"
"internacional","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2018/03/21/25b646d396bfff181bea7aa8bd8d7ec6_80x80.png","GOL","2"
"internacional","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/03/21/5632d043c10aca938337148b4d85a025_80x80.png","VOL","3"
"internacional","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/03/21/2b90f6c1ed2ddf530483f7cd5f3e69c3_80x80.png","GOL","3"
"internacional","iago","Iago","https://s.glbimg.com/es/sde/f/2018/03/20/d2095ea9014e5b1eaa77febf6c13551a_80x80.png","LAE","3"
"internacional","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/03/21/0d1c5caa8a5e98fb5f33a81e51e7f9cf_80x80.png","ZAD","3"
"internacional","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/03/21/8faba325b36afdba302d2c42815e1341_80x80.png","ATA","3"
"internacional","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2016/07/23/237be6493558caa36f59b3a768f45110_80x80.png","ATA","3"
"internacional","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/03/21/e00fa0b2de811276790bf22be1bc2856_80x80.png","VOL","3"
"internacional","danilo-silva","Danilo Silva","https://s.glbimg.com/es/sde/f/2018/03/21/d28677bad19ffa6135d2ba945879bdc9_80x80.png","ZAD","4"
"internacional","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/03/21/8e2c7653a76089dfa1976f35fba5a366_80x80.png","ZAD","4"
"internacional","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_80x80.png","ZAD","4"
"internacional","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/03/21/80a060ad2737a4abce46a048d853c93e_80x80.png","LAD","4"
"internacional","charles","Charles","https://s.glbimg.com/es/sde/f/2018/03/21/4fb572a9b65493cdc2446624f6decea0_80x80.png","VOL","4"
"internacional","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2018/03/21/f2565e5a194c31991cd73a15df4c265c_80x80.png","VOL","4"
"internacional","juan-alano","Juan Alano","https://s.glbimg.com/es/sde/f/2018/03/21/6c02d5d2beaac6213fced83b4af93382_80x80.png","MEC","4"
"internacional","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/03/21/04a36d78c7213de4af558d5daa870b58_80x80.png","ATA","4"
"internacional","roger","Roger","https://s.glbimg.com/es/sde/f/2018/03/21/c43294c72156bf8371d29376b41a920d_80x80.png","ATA","4"
"internacional","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2018/03/20/532665347a7913a7f894a907db465d1d_80x80.png","ATA","4"
"internacional","rossi","Rossi","https://s.glbimg.com/es/sde/f/2018/03/21/ffe95cb4c3f0bed01a941972e52ec9ed_80x80.png","ATA","4"
"internacional","camilo","Camilo","https://s.glbimg.com/es/sde/f/2018/03/21/92d5e1b1fded8a18a9a0cb8508b73c91_80x80.png","MEC","5"
"internacional","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/03/21/ba4b7ceba076b4c25c2fec17439e694d_80x80.png","LAE","3"
"vasco","martin-silva","Martín Silva","https://s.glbimg.com/es/sde/f/2018/03/20/a4706459f1694acbd1b67ed9617e309e_80x80.png","GOL","2"
"vasco","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/02/04/759ecb29dae8efcf1a5dd350b0c3bfb0_80x80.png","ATA","2"
"vasco","desabato","Desábato","https://s.glbimg.com/es/sde/f/2018/02/04/a6ef9f43253bb55d8c56d13d920f6724_80x80.png","VOL","3"
"vasco","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/02/07/74d355ae95a5ef403da34026a07b216b_80x80.png","LAD","3"
"vasco","ramon","Ramon","https://s.glbimg.com/es/sde/f/2017/07/27/0d5457a07c57dd1908db4421fa48b276_80x80.png","LAE","3"
"vasco","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/9e4915b69b8138eb305c87d73553d18f_80x80.png","LAE","3"
"vasco","wagner","Wagner","https://s.glbimg.com/es/sde/f/2018/03/20/8d0fc53ac4dbf25ee745d9d6af54fdc2_80x80.png","MEC","3"
"vasco","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/03/20/1befd58db4917ee8cc46d66348cd931b_80x80.png","MEC","3"
"vasco","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2018/02/04/4c23a3cfce9b9bc8ce51ac6495022bcb_80x80.png","MEC","3"
"vasco","rildo","Rildo","https://s.glbimg.com/es/sde/f/2018/02/04/493c5282d7770d2efb8bc2c7b823ed66_80x80.png","ATA","3"
"vasco","kelvin","Kelvin","https://s.glbimg.com/es/sde/f/2018/03/20/ce27034d4fd8068f72bbf69792b0ad46_80x80.png","ATA","4"
"vasco","evander","Evander","https://s.glbimg.com/es/sde/f/2018/02/04/95cd20657b8232591b9113049e1c7444_80x80.png","MEC","3"
"vasco","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2018/02/04/34a6af2426b08a511cac102edf3b4225_80x80.png","ZAD","4"
"vasco","breno","Breno","https://s.glbimg.com/es/sde/f/2018/03/20/23c1a26d0f818241f5d088e0e62fd496_80x80.png","ZAD","4"
"vasco","erazo","Erazo","https://s.glbimg.com/es/sde/f/2018/02/04/baf7ad69394c71b9f70036f0eeac4766_80x80.png","ZAE","4"
"vasco","werley","Werley","https://s.glbimg.com/es/sde/f/2018/02/04/b5dd2b3b4b9a5b15195949d398210076_80x80.png","ZAD","4"
"vasco","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/02/04/eb87b2b5b194325e9c50a9e22142f38b_80x80.png","LAE","4"
"vasco","wellington","Wellington","https://s.glbimg.com/es/sde/f/2018/03/20/b93199b14af84df531b91abc1cf464c4_80x80.png","VOL","4"
"vasco","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/03/28/93f9f54e0ede6173392919dd979e7f50_80x80.png","VOL","4"
"vasco","riascos","Riascos","https://s.glbimg.com/es/sde/f/2018/02/04/b06f4e2930f0f875b19394a1630fb7ac_80x80.png","ATA","4"
"vasco","andres-rios","Andrés Ríos","https://s.glbimg.com/es/sde/f/2018/03/20/0070abfca21cd3ea44323e188bfc6b57_80x80.png","ATA","4"
"vasco","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/02/04/bf4247f1030e79d4dc7203ebc27a420e_80x80.png","LAD","5"
"vasco","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/03/20/6f03cbade216edcc37684fe3b6a11a01_80x80.png","ZAD","6"
"botafogo","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_80x80.png","GOL","2"
"botafogo","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2017/04/17/f87ed5808d28ef2d0446cae72617f143_80x80.png","GOL","1"
"botafogo","moises","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_80x80.png","LAE","3"
"botafogo","joel-carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_80x80.png","ZAD","3"
"botafogo","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_80x80.png","ZAD","3"
"botafogo","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/03/20/ebae95a9689f94cf75c80c795d4864f0_80x80.png","MEC","3"
"botafogo","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_80x80.png","VOL","3"
"botafogo","matheus-fernandes","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_80x80.png","VOL","4"
"botafogo","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2018/03/20/612e75f9bc41ddd0a161e522aaee90ef_80x80.png","MEC","3"
"botafogo","brenner","Brenner","https://s.glbimg.com/es/sde/f/2017/07/21/eba301f5c887ff5cf7a3f94b5f6eb918_80x80.png","ATA","4"
"botafogo","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_80x80.png","MEC","4"
"botafogo","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2017/04/18/bcd7b8ce7931a3995c1ac8aaacd657b5_80x80.png","ZAD","4"
"botafogo","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2017/08/07/5da8e09b912f3d4e02c70571d9de8988_80x80.png","MEC","4"
"botafogo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_80x80.png","MEC","4"
"botafogo","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/20/13d6ab565918a4bad475a1569e05162d_80x80.png","ZAD","4"
"botafogo","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/03/20/05f475c48e922f2e6d24615603f85935_80x80.png","VOL","4"
"botafogo","luis-ricardo","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_80x80.png","LAD","4"
"botafogo","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2017/04/18/054a14cdfbb6abbdb2c8a8a75f0a9ee1_80x80.png","ATA","5"
"botafogo","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_80x80.png","LAD","6"
"botafogo","gilson","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_80x80.png","LAE","6"
"botafogo","dudu-cearense","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_80x80.jpeg","VOL","4"
"botafogo","aguirre","Aguirre","https://s.glbimg.com/es/sde/f/2018/03/20/9cd75343345103675cac81ed0919a099_80x80.png","ATA","3"
"botafogo","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_80x80.png","ATA","3"
"fluminense","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2018/01/21/40443f559baf2dd666bfa225dc23f634_80x80.png","MEC","2"
"fluminense","ayrton-lucas","Ayrton Lucas","https://s.glbimg.com/es/sde/f/2018/01/24/d014e65ab8d78668e270fb0df555b349_80x80.png","LAE","2"
"fluminense","gum","Gum","https://s.glbimg.com/es/sde/f/2018/01/21/fad3eca69c2c4704602fb3e8c9aa074f_80x80.png","ZAD","3"
"fluminense","ibanez","Ibañez","https://s.glbimg.com/es/sde/f/2018/01/21/193ce33b1f28109a8704a7f03d46e383_80x80.png","ZAD","3"
"fluminense","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/01/21/d231b19c8df41a4d02546bee8dad040b_80x80.png","LAD","3"
"fluminense","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/01/21/23fa033a58dbb6b9c2500f5a80893009_80x80.png","VOL","3"
"fluminense","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/01/21/0c060ebb8aea4462398eb955f393f2b5_80x80.png","VOL","3"
"fluminense","marcos-junior","Marcos Junior","https://s.glbimg.com/es/sde/f/2018/01/21/9e2b3f7cad84245a7922f06c4731bcc0_80x80.png","ATA","3"
"fluminense","pedro","Pedro","https://s.glbimg.com/es/sde/f/2018/01/21/8a0f5cf3775be841f66c7bbb1bdf14d1_80x80.png","ATA","3"
"fluminense","richard","Richard","https://s.glbimg.com/es/sde/f/2018/01/21/c57275a8854ebd5c8d269324beb31795_80x80.png","VOL","4"
"fluminense","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2018/01/21/b7eff1a065e603cf19f456fc255eb017_80x80.png","GOL","4"
"fluminense","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/03/19/53d593b1f30b40291234148691e0d365_80x80.png","GOL","4"
"fluminense","reginaldo","Reginaldo","https://s.glbimg.com/es/sde/f/2018/01/21/7d819b2cefbfa9765b479b452f54c29c_80x80.png","ZAD","4"
"fluminense","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/20/32e84c4039d121a904d169b4a6a4ad1d_80x80.png","LAD","4"
"fluminense","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/01/21/cc9726998e1bf1bc65797443168ed6fa_80x80.png","LAE","4"
"fluminense","airton","Airton","https://s.glbimg.com/es/sde/f/2018/01/21/140f763b85870cfc801ceae1684e7032_80x80.png","VOL","4"
"fluminense","mateus-norton","Mateus Norton","https://s.glbimg.com/es/sde/f/2018/01/21/6a83ede2333fa478dd22dbe2987af761_80x80.png","VOL","4"
"fluminense","luquinhas","Luquinhas","https://s.glbimg.com/es/sde/f/2018/01/21/29ca7d168bbbd6d61c274533c87e3d69_80x80.png","MEC","4"
"fluminense","matheus-alessandro","Matheus Alessandro","https://s.glbimg.com/es/sde/f/2018/01/21/f1a8247584e6de66830dfae65015e441_80x80.png","ATA","4"
"fluminense","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2018/01/21/438b2556ee9ffdf26099d9eb3ecbe28a_80x80.png","ATA","4"
"fluminense","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/01/21/ac8f06a9d45f96345acfd30da3069fb8_80x80.png","ATA","4"
"fluminense","marlon-freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2018/01/21/4015897789c8763b1c508adcdbfdabe7_80x80.png","VOL","5"
"fluminense","renato-chaves","Renato Chaves","https://s.glbimg.com/es/sde/f/2018/01/21/71897950622a7c7260a587b71229a2ee_80x80.png","ZAD","6"
"chapecoense","canteros","Canteros","https://s.glbimg.com/es/sde/f/2017/08/26/8b500e8c0826bd7c342137f3449ddb7d_80x80.png","VOL","3"
"chapecoense","jandrei","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_80x80.png","GOL","3"
"chapecoense","apodi","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_80x80.png","LAD","3"
"chapecoense","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/03/02/53732593d2691734cd2a2fa6ae7f16a9_80x80.png","LAE","3"
"chapecoense","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_80x80.png","ZAD","3"
"chapecoense","douglas","Douglas","https://s.glbimg.com/es/sde/f/2017/09/06/6035aba70a37b419f328746b48c3bc46_80x80.png","ZAD","3"
"chapecoense","amaral","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_80x80.png","VOL","3"
"chapecoense","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2018/03/02/e9caaeeaca6f6814e4b5092423294e48_80x80.png","VOL","4"
"chapecoense","luiz-antonio","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_80x80.png","VOL","4"
"chapecoense","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2017/04/25/063a393c23a936c42fa8d9c6ee455747_80x80.png","ATA","3"
"chapecoense","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2018/03/07/2c34315dfa746e02e2fa9f8a74e1dc81_80x80.png","ATA","3"
"chapecoense","elias","Elias","https://s.glbimg.com/es/sde/f/2017/04/24/d39a7668ae872daf6e04f923e0d16a54_80x80.png","GOL","4"
"chapecoense","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/03/02/ba7873a63732d2a0a49ccd7fe5d47b5c_80x80.png","LAD","5"
"chapecoense","vinicius-freitas","Vinícius Freitas","https://s.glbimg.com/es/sde/f/2018/03/02/3a7c7444601af167011a0fbe974ab8d6_80x80.png","LAE","4"
"chapecoense","nery-bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2018/03/02/1735f09fc73e180baab6c1cde6826333_80x80.png","ZAE","4"
"chapecoense","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/03/02/d21178976a5547f864a98aa5cdd36dc9_80x80.png","VOL","4"
"chapecoense","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_80x80.png","MEC","4"
"chapecoense","nadson","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_80x80.png","MEC","5"
"chapecoense","arthur","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_80x80.png","ATA","4"
"chapecoense","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/03/02/d00026e6cf3c0dd54238f97ea84534ae_80x80.png","ATA","4"
"chapecoense","osman","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_80x80.png","ATA","4"
"chapecoense","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2018/03/02/32cdd642c6459675c398aebd6ba1ded7_80x80.png","ZAD","4"
"chapecoense","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/03/02/d15483608e6f05065a8e72ee83a57e45_80x80.png","ATA","4"
"bahia","ze-rafael","Zé Rafael ","https://s.glbimg.com/es/sde/f/2018/03/21/acf001c5ce22adb010ecee52e482fd0e_80x80.png","MEC","2"
"bahia","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2018/03/21/ee24f88a02643b2d857cc1e13777af46_80x80.png","MEC","3"
"bahia","edigar-junio","Edigar Junio","https://s.glbimg.com/es/sde/f/2018/03/21/9c46c9f1269d97acf20157efb70009cc_80x80.png","ATA","3"
"bahia","gregore","Gregore","https://s.glbimg.com/es/sde/f/2018/03/21/af5416a241ee4e356e66f4cd9d36df1a_80x80.png","VOL","3"
"bahia","regis","Régis","https://s.glbimg.com/es/sde/f/2018/03/21/8756ffae33e39b861390d0b59d5ada2d_80x80.png","MEC","3"
"bahia","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/21/c6572fbc65cb9ee9ad6f2d3e068ccbd1_80x80.png","LAE","3"
